Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00    231.02     0.00   152000     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> > const& std::forward<std::vector<unsigned char, std::allocator<unsigned char> > const&>(std::remove_reference<std::vector<unsigned char, std::allocator<unsigned char> > const&>::type&)
  0.00    231.02     0.00   140000     0.00     0.00  std::remove_reference<std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl&>::type&& std::move<std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl&>(std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl&)
  0.00    231.02     0.00   137584     0.00     0.00  std::vector<float, std::allocator<float> >&& std::forward<std::vector<float, std::allocator<float> > >(std::remove_reference<std::vector<float, std::allocator<float> > >::type&)
  0.00    231.02     0.00   120000     0.00     0.00  __gnu_cxx::__ops::__iter_less_iter()
  0.00    231.02     0.00   120000     0.00     0.00  bool __gnu_cxx::operator==<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&)
  0.00    231.02     0.00   120000     0.00     0.00  __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > std::max_element<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >)
  0.00    231.02     0.00   120000     0.00     0.00  __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > std::__max_element<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__ops::_Iter_less_iter)
  0.00    231.02     0.00   113528     0.00     0.00  std::remove_reference<std::_Vector_base<float, std::allocator<float> >::_Vector_impl&>::type&& std::move<std::_Vector_base<float, std::allocator<float> >::_Vector_impl&>(std::_Vector_base<float, std::allocator<float> >::_Vector_impl&)
  0.00    231.02     0.00    80764     0.00     0.00  std::remove_reference<std::vector<float, std::allocator<float> >&>::type&& std::move<std::vector<float, std::allocator<float> >&>(std::vector<float, std::allocator<float> >&)
  0.00    231.02     0.00    70010     0.00     0.00  __gnu_cxx::new_allocator<unsigned char>::max_size() const
  0.00    231.02     0.00    70010     0.00     0.00  std::allocator_traits<std::allocator<unsigned char> >::max_size(std::allocator<unsigned char> const&)
  0.00    231.02     0.00    70010     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >::_S_max_size(std::allocator<unsigned char> const&)
  0.00    231.02     0.00    70006     0.00     0.00  __gnu_cxx::new_allocator<unsigned char>::new_allocator()
  0.00    231.02     0.00    70006     0.00     0.00  std::allocator<unsigned char>::allocator()
  0.00    231.02     0.00    70002     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >::_S_check_init_len(unsigned long, std::allocator<unsigned char> const&)
  0.00    231.02     0.00    70002     0.00     0.00  void std::_Construct<unsigned char>(unsigned char*)
  0.00    231.02     0.00    70002     0.00     0.00  unsigned char* std::__fill_n_a<unsigned char*, unsigned long, unsigned char>(unsigned char*, unsigned long, unsigned char const&, std::random_access_iterator_tag)
  0.00    231.02     0.00    70002     0.00     0.00  unsigned char* std::__addressof<unsigned char>(unsigned char&)
  0.00    231.02     0.00    70002     0.00     0.00  std::__size_to_integer(unsigned long)
  0.00    231.02     0.00    70002     0.00     0.00  std::iterator_traits<unsigned char*>::iterator_category std::__iterator_category<unsigned char*>(unsigned char* const&)
  0.00    231.02     0.00    70002     0.00     0.00  unsigned char* std::__uninitialized_default_n<unsigned char*, unsigned long>(unsigned char*, unsigned long)
  0.00    231.02     0.00    70002     0.00     0.00  unsigned char* std::__uninitialized_default_n_a<unsigned char*, unsigned long, unsigned char>(unsigned char*, unsigned long, std::allocator<unsigned char>&)
  0.00    231.02     0.00    70002     0.00     0.00  std::remove_reference<std::vector<unsigned char, std::allocator<unsigned char> >&>::type&& std::move<std::vector<unsigned char, std::allocator<unsigned char> >&>(std::vector<unsigned char, std::allocator<unsigned char> >&)
  0.00    231.02     0.00    70002     0.00     0.00  unsigned char* std::fill_n<unsigned char*, unsigned long, unsigned char>(unsigned char*, unsigned long, unsigned char const&)
  0.00    231.02     0.00    70002     0.00     0.00  void std::__fill_a<unsigned char*, unsigned char>(unsigned char*, unsigned char*, unsigned char const&)
  0.00    231.02     0.00    70002     0.00     0.00  __gnu_cxx::__enable_if<std::__is_byte<unsigned char>::__value, void>::__type std::__fill_a1<unsigned char>(unsigned char*, unsigned char*, unsigned char const&)
  0.00    231.02     0.00    70000     0.00     0.00  void __gnu_cxx::new_allocator<std::vector<unsigned char, std::allocator<unsigned char> > >::construct<std::vector<unsigned char, std::allocator<unsigned char> >, std::vector<unsigned char, std::allocator<unsigned char> > >(std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> >&&)
  0.00    231.02     0.00    70000     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > >::operator*() const
  0.00    231.02     0.00    70000     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > >::operator-(long) const
  0.00    231.02     0.00    70000     0.00     0.00  std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::_Vector_impl(std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl&&)
  0.00    231.02     0.00    70000     0.00     0.00  std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl_data&&)
  0.00    231.02     0.00    70000     0.00     0.00  std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_base(std::_Vector_base<unsigned char, std::allocator<unsigned char> >&&)
  0.00    231.02     0.00    70000     0.00     0.00  void std::allocator_traits<std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::construct<std::vector<unsigned char, std::allocator<unsigned char> >, std::vector<unsigned char, std::allocator<unsigned char> > >(std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > >&, std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> >&&)
  0.00    231.02     0.00    70000     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >& std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::emplace_back<std::vector<unsigned char, std::allocator<unsigned char> > >(std::vector<unsigned char, std::allocator<unsigned char> >&&)
  0.00    231.02     0.00    70000     0.00     0.00  std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::end()
  0.00    231.02     0.00    70000     0.00     0.00  std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::back()
  0.00    231.02     0.00    70000     0.00     0.00  std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > >::push_back(std::vector<unsigned char, std::allocator<unsigned char> >&&)
  0.00    231.02     0.00    70000     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >::_M_default_initialize(unsigned long)
  0.00    231.02     0.00    70000     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >::vector(unsigned long, std::allocator<unsigned char> const&)
  0.00    231.02     0.00    70000     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >::vector(std::vector<unsigned char, std::allocator<unsigned char> >&&)
  0.00    231.02     0.00    61240     0.00     0.00  void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&)
  0.00    231.02     0.00    60000     0.00     0.00  mnist::read_dataset_direct<std::vector, std::vector<unsigned char, std::allocator<unsigned char> >, unsigned char>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, unsigned long)::{lambda()#1}::operator()() const
  0.00    231.02     0.00    56764     0.00     0.00  void __gnu_cxx::new_allocator<std::vector<float, std::allocator<float> > >::construct<std::vector<float, std::allocator<float> >, std::vector<float, std::allocator<float> > >(std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> >&&)
  0.00    231.02     0.00    56764     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl(std::_Vector_base<float, std::allocator<float> >::_Vector_impl&&)
  0.00    231.02     0.00    56764     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<float, std::allocator<float> >::_Vector_impl_data&&)
  0.00    231.02     0.00    56764     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_Vector_base(std::_Vector_base<float, std::allocator<float> >&&)
  0.00    231.02     0.00    56764     0.00     0.00  void std::allocator_traits<std::allocator<std::vector<float, std::allocator<float> > > >::construct<std::vector<float, std::allocator<float> >, std::vector<float, std::allocator<float> > >(std::allocator<std::vector<float, std::allocator<float> > >&, std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> >&&)
  0.00    231.02     0.00    56764     0.00     0.00  std::vector<float, std::allocator<float> >::vector(std::vector<float, std::allocator<float> >&&)
  0.00    231.02     0.00    50542     0.00     0.00  std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>::min()
  0.00    231.02     0.00    50542     0.00     0.00  std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>::operator()()
  0.00    231.02     0.00    50542     0.00     0.00  std::__detail::_Mod<unsigned long, 2147483647ul, 16807ul, 0ul, true, true>::__calc(unsigned long)
  0.00    231.02     0.00    50542     0.00     0.00  unsigned long std::__detail::__mod<unsigned long, 2147483647ul, 16807ul, 0ul>(unsigned long)
  0.00    231.02     0.00    50542     0.00     0.00  std::__detail::_Adaptor<std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>, float>::operator()()
  0.00    231.02     0.00    50542     0.00     0.00  float std::generate_canonical<float, 24ul, std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&)
  0.00    231.02     0.00    48112     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >::__normal_iterator(std::vector<float, std::allocator<float> >* const&)
  0.00    231.02     0.00    48008     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> > const*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >::base() const
  0.00    231.02     0.00    48004     0.00     0.00  __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >::base() const
  0.00    231.02     0.00    48000     0.00     0.00  std::move_iterator<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >::base() const
  0.00    231.02     0.00    48000     0.00     0.00  void std::_Destroy<std::vector<float, std::allocator<float> > >(std::vector<float, std::allocator<float> >*)
  0.00    231.02     0.00    39760     0.00     0.00  std::normal_distribution<float>::param_type::mean() const
  0.00    231.02     0.00    39760     0.00     0.00  std::normal_distribution<float>::param_type::stddev() const
  0.00    231.02     0.00    39760     0.00     0.00  float std::normal_distribution<float>::operator()<std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&)
  0.00    231.02     0.00    39760     0.00     0.00  float std::normal_distribution<float>::operator()<std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&, std::normal_distribution<float>::param_type const&)
